employee_id,status,risk_level,attrition_probability,root_cause_status,recommendation,simulated_delta_pp,requires_human_decision,evidence,actionable_features,contextual_features,memory_notes,unresolved_objections,tool_calls
EMP1466,NO_ACTION,Low,0.059,EXPLAINED,,,False,"Job satisfaction is 1 vs cohort mean 2.76 (0th percentile, the worst in the cohort), contributing +0.83 to the risk logit. | Relationship satisfaction is 1 vs cohort mean 2.77 (0th percentile, the worst in the cohort), contributing +0.60 to the risk logit.",JobSatisfaction | RelationshipSatisfaction,,,,4
EMP143,NO_ACTION,Low,0.0582,EXPLAINED,,,False,"Job level is 1 vs cohort mean 1.6 (0th percentile, the worst in the cohort), contributing +0.73 to the risk logit.",,JobLevel,"Job level is a confirmed driver for 63% of the cohort reviewed so far, so it describes the environment more than this individual.",,3
EMP218,NO_ACTION,Low,0.0576,EXPLAINED,,,False,"Job level is 1 vs cohort mean 1.6 (0th percentile, the worst in the cohort), contributing +0.73 to the risk logit. | Work-life balance is 1 vs cohort mean 2.75 (0th percentile, the worst in the cohort), contributing +0.53 to the risk logit.",WorkLifeBalance,JobLevel,"Job level is a confirmed driver for 63% of the cohort reviewed so far, so it describes the environment more than this individual. | Work-life balance is confirmed for only 5% of the cohort reviewed so far — this is specific to this employee.",,4
EMP812,NO_ACTION,Low,0.0567,EXPLAINED,,,False,"Job level is 1 vs cohort mean 1.6 (0th percentile, the worst in the cohort), contributing +0.73 to the risk logit.",,JobLevel,"Job level is a confirmed driver for 63% of the cohort reviewed so far, so it describes the environment more than this individual.",,3
EMP1938,NO_ACTION,Low,0.055,EXPLAINED,,,False,"Working overtime is 1 vs cohort mean 0.3 (70th percentile, worst 30% of the cohort), contributing +1.21 to the risk logit. | Commute distance is 21 vs cohort mean 9.1 (87th percentile, worst 13% of the cohort), contributing +0.67 to the risk logit.",OverTime_flag,DistanceFromHome,,,4
EMP712,NO_ACTION,Low,0.0536,EXPLAINED,,,False,"Environment satisfaction is 2 vs cohort mean 2.69 (21st percentile, worst 21% of the cohort), contributing +0.43 to the risk logit. | Stock option level is 0 vs cohort mean 0.7 (0th percentile, the worst in the cohort), contributing +0.40 to the risk logit.",EnvironmentSatisfaction | StockOptionLevel,,"Stock option level is a confirmed driver for 41% of the cohort reviewed so far, so it describes the environment more than this individual.",,4
EMP704,NO_ACTION,Low,0.0506,EXPLAINED,,,False,"Job level is 1 vs cohort mean 1.6 (0th percentile, the worst in the cohort), contributing +0.73 to the risk logit.",,JobLevel,"Job level is a confirmed driver for 63% of the cohort reviewed so far, so it describes the environment more than this individual.",,3
EMP1270,NO_ACTION,Low,0.0469,EXPLAINED,,,False,"Job level is 1 vs cohort mean 1.6 (0th percentile, the worst in the cohort), contributing +0.73 to the risk logit.",,JobLevel,"Job level is a confirmed driver for 63% of the cohort reviewed so far, so it describes the environment more than this individual.",,3
EMP1731,NO_ACTION,Low,0.0459,EXPLAINED,,,False,"Work-life balance is 1 vs cohort mean 2.75 (0th percentile, the worst in the cohort), contributing +0.53 to the risk logit.",WorkLifeBalance,,Work-life balance is confirmed for only 5% of the cohort reviewed so far — this is specific to this employee.,,3
EMP766,NO_ACTION,Low,0.0454,EXPLAINED,,,False,"Job level is 1 vs cohort mean 1.6 (0th percentile, the worst in the cohort), contributing +0.73 to the risk logit.",,JobLevel,"Job level is a confirmed driver for 63% of the cohort reviewed so far, so it describes the environment more than this individual.",,3
EMP1125,NO_ACTION,Low,0.0442,EXPLAINED,,,False,"Stock option level is 0 vs cohort mean 0.7 (0th percentile, the worst in the cohort), contributing +0.40 to the risk logit.",StockOptionLevel,,"Stock option level is a confirmed driver for 41% of the cohort reviewed so far, so it describes the environment more than this individual.",,3
EMP63,NO_ACTION,Low,0.0424,EXPLAINED,,,False,"Job level is 1 vs cohort mean 1.6 (0th percentile, the worst in the cohort), contributing +0.73 to the risk logit. | Stock option level is 0 vs cohort mean 0.7 (0th percentile, the worst in the cohort), contributing +0.40 to the risk logit.",StockOptionLevel,JobLevel,"Job level is a confirmed driver for 63% of the cohort reviewed so far, so it describes the environment more than this individual. | Stock option level is a confirmed driver for 41% of the cohort reviewed so far, so it describes the environment more than this individual.",,4
EMP872,NO_ACTION,Low,0.0421,EXPLAINED,,,False,"Relationship satisfaction is 1 vs cohort mean 2.77 (0th percentile, the worst in the cohort), contributing +0.60 to the risk logit. | Work-life balance is 1 vs cohort mean 2.75 (0th percentile, the worst in the cohort), contributing +0.53 to the risk logit.",RelationshipSatisfaction | WorkLifeBalance,,Work-life balance is confirmed for only 5% of the cohort reviewed so far — this is specific to this employee.,,4
EMP1525,NO_ACTION,Low,0.0406,EXPLAINED,,,False,"Environment satisfaction is 2 vs cohort mean 2.69 (21st percentile, worst 21% of the cohort), contributing +0.43 to the risk logit. | Stock option level is 0 vs cohort mean 0.7 (0th percentile, the worst in the cohort), contributing +0.40 to the risk logit.",EnvironmentSatisfaction | StockOptionLevel,,"Stock option level is a confirmed driver for 41% of the cohort reviewed so far, so it describes the environment more than this individual.",,4
EMP1786,NO_ACTION,Low,0.0394,EXPLAINED,,,False,"Environment satisfaction is 1 vs cohort mean 2.69 (0th percentile, the worst in the cohort), contributing +1.06 to the risk logit. | Stock option level is 0 vs cohort mean 0.7 (0th percentile, the worst in the cohort), contributing +0.40 to the risk logit.",EnvironmentSatisfaction | StockOptionLevel,,"Stock option level is a confirmed driver for 41% of the cohort reviewed so far, so it describes the environment more than this individual.",,4
EMP1190,NO_ACTION,Low,0.0391,EXPLAINED,,,False,"Job satisfaction is 1 vs cohort mean 2.76 (0th percentile, the worst in the cohort), contributing +0.83 to the risk logit. | Job level is 1 vs cohort mean 1.6 (0th percentile, the worst in the cohort), contributing +0.73 to the risk logit.",JobSatisfaction,JobLevel,"Job level is a confirmed driver for 63% of the cohort reviewed so far, so it describes the environment more than this individual.",,4
EMP1479,NO_ACTION,Low,0.0379,UNEXPLAINED,,,False,,,,,,2
EMP1552,NO_ACTION,Low,0.0372,EXPLAINED,,,False,"Working overtime is 1 vs cohort mean 0.3 (70th percentile, worst 30% of the cohort), contributing +1.21 to the risk logit. | Stock option level is 0 vs cohort mean 0.7 (0th percentile, the worst in the cohort), contributing +0.40 to the risk logit.",OverTime_flag | StockOptionLevel,,"Stock option level is a confirmed driver for 41% of the cohort reviewed so far, so it describes the environment more than this individual.",,4
EMP771,NO_ACTION,Low,0.0354,EXPLAINED,,,False,"Job satisfaction is 1 vs cohort mean 2.76 (0th percentile, the worst in the cohort), contributing +0.83 to the risk logit. | Relationship satisfaction is 1 vs cohort mean 2.77 (0th percentile, the worst in the cohort), contributing +0.60 to the risk logit.",JobSatisfaction | RelationshipSatisfaction,,,,4
EMP1903,NO_ACTION,Low,0.0341,EXPLAINED,,,False,"Job satisfaction is 1 vs cohort mean 2.76 (0th percentile, the worst in the cohort), contributing +0.83 to the risk logit. | Environment satisfaction is 2 vs cohort mean 2.69 (21st percentile, worst 21% of the cohort), contributing +0.43 to the risk logit.",JobSatisfaction | EnvironmentSatisfaction,,,,4
EMP1697,NO_ACTION,Low,0.0318,EXPLAINED,,,False,"Job involvement is 1 vs cohort mean 2.66 (0th percentile, the worst in the cohort), contributing +0.98 to the risk logit.",JobInvolvement,,Job involvement is confirmed for only 6% of the cohort reviewed so far — this is specific to this employee.,,3
EMP487,NO_ACTION,Low,0.0307,EXPLAINED,,,False,"Stock option level is 0 vs cohort mean 0.7 (0th percentile, the worst in the cohort), contributing +0.40 to the risk logit.",StockOptionLevel,,"Stock option level is a confirmed driver for 41% of the cohort reviewed so far, so it describes the environment more than this individual.",,3
EMP1592,NO_ACTION,Low,0.03,EXPLAINED,,,False,"Job level is 1 vs cohort mean 1.6 (0th percentile, the worst in the cohort), contributing +0.73 to the risk logit.",,JobLevel,"Job level is a confirmed driver for 63% of the cohort reviewed so far, so it describes the environment more than this individual.",,3
EMP106,NO_ACTION,Low,0.0256,EXPLAINED,,,False,"Environment satisfaction is 1 vs cohort mean 2.69 (0th percentile, the worst in the cohort), contributing +1.06 to the risk logit.",EnvironmentSatisfaction,,,,3
EMP1591,NO_ACTION,Low,0.0197,EXPLAINED,,,False,"Working overtime is 1 vs cohort mean 0.3 (70th percentile, worst 30% of the cohort), contributing +1.21 to the risk logit.",OverTime_flag,,,,3
EMP1115,NO_ACTION,Low,0.0172,EXPLAINED,,,False,"Job level is 1 vs cohort mean 1.6 (0th percentile, the worst in the cohort), contributing +0.73 to the risk logit.",,JobLevel,"Job level is a confirmed driver for 63% of the cohort reviewed so far, so it describes the environment more than this individual.",,3
EMP1871,NO_ACTION,Low,0.0167,EXPLAINED,,,False,"Commute distance is 19 vs cohort mean 9.1 (83rd percentile, worst 17% of the cohort), contributing +0.56 to the risk logit.",,DistanceFromHome,,,3
EMP1644,NO_ACTION,Low,0.0158,EXPLAINED,,,False,"Business travel frequency is 2 vs cohort mean 1.1 (81st percentile, worst 19% of the cohort), contributing +1.18 to the risk logit.",,BusinessTravel_freq,,,3
EMP1368,NO_ACTION,Low,0.0154,EXPLAINED,,,False,"Job level is 1 vs cohort mean 1.6 (0th percentile, the worst in the cohort), contributing +0.73 to the risk logit. | Stock option level is 0 vs cohort mean 0.7 (0th percentile, the worst in the cohort), contributing +0.40 to the risk logit.",StockOptionLevel,JobLevel,"Job level is a confirmed driver for 63% of the cohort reviewed so far, so it describes the environment more than this individual. | Stock option level is a confirmed driver for 41% of the cohort reviewed so far, so it describes the environment more than this individual.",,4
EMP139,NO_ACTION,Low,0.0132,UNEXPLAINED,,,False,,,,,,2
EMP42,NO_ACTION,Low,0.013,UNEXPLAINED,,,False,,,,,,2
EMP1215,NO_ACTION,Low,0.0124,EXPLAINED,,,False,"Business travel frequency is 2 vs cohort mean 1.1 (81st percentile, worst 19% of the cohort), contributing +1.18 to the risk logit. | Job satisfaction is 1 vs cohort mean 2.76 (0th percentile, the worst in the cohort), contributing +0.83 to the risk logit.",JobSatisfaction,BusinessTravel_freq,,,4
EMP769,NO_ACTION,Low,0.0115,EXPLAINED,,,False,"Stock option level is 0 vs cohort mean 0.7 (0th percentile, the worst in the cohort), contributing +0.40 to the risk logit.",StockOptionLevel,,"Stock option level is a confirmed driver for 41% of the cohort reviewed so far, so it describes the environment more than this individual.",,3
EMP38,NO_ACTION,Low,0.0112,EXPLAINED,,,False,"Job satisfaction is 1 vs cohort mean 2.76 (0th percentile, the worst in the cohort), contributing +0.83 to the risk logit. | Environment satisfaction is 2 vs cohort mean 2.69 (21st percentile, worst 21% of the cohort), contributing +0.43 to the risk logit. | Stock option level is 0 vs cohort mean 0.7 (0th percentile, the worst in the cohort), contributing +0.40 to the risk logit.",JobSatisfaction | EnvironmentSatisfaction | StockOptionLevel,,"Stock option level is a confirmed driver for 41% of the cohort reviewed so far, so it describes the environment more than this individual.",,5
EMP1256,NO_ACTION,Low,0.0104,EXPLAINED,,,False,"Environment satisfaction is 1 vs cohort mean 2.69 (0th percentile, the worst in the cohort), contributing +1.06 to the risk logit.",EnvironmentSatisfaction,,,,3
EMP479,NO_ACTION,Low,0.0098,EXPLAINED,,,False,"Stock option level is 0 vs cohort mean 0.7 (0th percentile, the worst in the cohort), contributing +0.40 to the risk logit.",StockOptionLevel,,"Stock option level is a confirmed driver for 41% of the cohort reviewed so far, so it describes the environment more than this individual.",,3
EMP897,NO_ACTION,Low,0.0088,EXPLAINED,,,False,"Environment satisfaction is 1 vs cohort mean 2.69 (0th percentile, the worst in the cohort), contributing +1.06 to the risk logit.",EnvironmentSatisfaction,,,,3
EMP1770,NO_ACTION,Low,0.0064,EXPLAINED,,,False,"Job satisfaction is 1 vs cohort mean 2.76 (0th percentile, the worst in the cohort), contributing +0.83 to the risk logit.",JobSatisfaction,,,,3
EMP850,NO_ACTION,Low,0.0051,EXPLAINED,,,False,"Job level is 1 vs cohort mean 1.6 (0th percentile, the worst in the cohort), contributing +0.73 to the risk logit.",,JobLevel,"Job level is a confirmed driver for 63% of the cohort reviewed so far, so it describes the environment more than this individual.",,3
EMP671,NO_ACTION,Low,0.0044,EXPLAINED,,,False,"Working overtime is 1 vs cohort mean 0.3 (70th percentile, worst 30% of the cohort), contributing +1.21 to the risk logit. | Relationship satisfaction is 1 vs cohort mean 2.77 (0th percentile, the worst in the cohort), contributing +0.60 to the risk logit.",OverTime_flag | RelationshipSatisfaction,,,,4
EMP1789,NO_ACTION,Low,0.0037,EXPLAINED,,,False,"Working overtime is 1 vs cohort mean 0.3 (70th percentile, worst 30% of the cohort), contributing +1.21 to the risk logit.",OverTime_flag,,,,3
